version,n-workers,n-secondary-workers,n-reservations,n-relations,n-queries,password-work-factor,Energy Cores,Energy Ram,Energy Gpu,Energy Pkg,Time (perf) (s),Time (exec) (s),Ratio time (%),Power_Cores,Power_Ram,Power_Gpu,Power_Pkg
txact,36,64,1000,50,10,5,82.09,1.63,0.06,83.21,3.3089773,0.705332,0.2131571,24.81,0.49,0.02,25.15
txact,38,64,1000,50,10,5,83.38,1.6,0.03,84.45,3.3202706,0.746088,0.224707,25.11,0.48,0.01,25.43
txact,40,64,1000,50,10,5,83.0,1.59,0.01,84.04,3.2937649,0.711375,0.2159763,25.2,0.48,0.0,25.51
txact,42,64,1000,50,10,5,81.53,1.58,0.03,82.6,3.3563537,0.799444,0.2381882,24.29,0.47,0.01,24.61
txact,44,64,1000,50,10,5,78.68,1.56,0.04,79.73,3.2027378,0.642608,0.2006433,24.57,0.49,0.01,24.89
txact,46,64,1000,50,10,5,79.14,1.55,0.04,80.18,3.1805183,0.637281,0.2003702,24.88,0.49,0.01,25.21
txact,48,64,1000,50,10,5,80.2,1.54,0.02,81.21,3.2094431,0.672661,0.2095881,24.99,0.48,0.01,25.3
txact,50,64,1000,50,10,5,83.21,1.61,0.04,84.31,3.3037792,0.737576,0.2232522,25.19,0.49,0.01,25.52
txact,52,64,1000,50,10,5,83.13,1.59,0.03,84.19,3.2858546,0.726471,0.2210904,25.3,0.48,0.01,25.62
txact,54,64,1000,50,10,5,80.22,1.57,0.04,81.26,3.2144862,0.650476,0.2023577,24.96,0.49,0.01,25.28
txact,56,64,1000,50,10,5,82.34,1.57,0.02,83.39,3.3138595,0.726364,0.2191897,24.85,0.47,0.01,25.16
txact,58,64,1000,50,10,5,80.57,1.57,0.02,81.6,3.2206083,0.67344,0.2091034,25.02,0.49,0.01,25.34
txact,60,64,1000,50,10,5,83.13,1.62,0.04,84.21,3.3182899,0.737862,0.2223621,25.05,0.49,0.01,25.38
txact,62,64,1000,50,10,5,78.88,1.55,0.03,79.92,3.2212327,0.672893,0.208893,24.49,0.48,0.01,24.81
txact,64,64,1000,50,10,5,79.28,1.53,0.03,80.32,3.1869375,0.641692,0.2013507,24.88,0.48,0.01,25.2
txact,1,64,1000,50,10,5,217.18,4.95,0.12,221.24,13.0378752,10.501427,0.8054554,16.66,0.38,0.01,16.97
txact,2,64,1000,50,10,5,189.9,3.43,0.08,192.41,7.8541417,5.336998,0.6795138,24.18,0.44,0.01,24.5
txact,4,64,1000,50,10,5,171.99,2.65,0.03,173.72,5.3193568,2.770155,0.5207688,32.33,0.5,0.01,32.66
txact,6,64,1000,50,10,5,163.34,2.48,0.04,164.87,4.6506967,2.106106,0.4528582,35.12,0.53,0.01,35.45
txact,8,64,1000,50,10,5,142.23,2.31,0.08,143.72,4.3859551,1.817291,0.4143433,32.43,0.53,0.02,32.77
txact,10,64,1000,50,10,5,129.07,2.13,0.03,130.41,4.0914785,1.5137,0.3699641,31.55,0.52,0.01,31.87
txact,12,64,1000,50,10,5,116.57,2.0,0.05,117.85,3.8504132,1.293232,0.3358684,30.27,0.52,0.01,30.61
txact,14,64,1000,50,10,5,110.84,1.92,0.06,112.09,3.7253519,1.195712,0.3209662,29.75,0.52,0.02,30.09
txact,16,64,1000,50,10,5,104.94,1.89,0.03,106.15,3.704007,1.131705,0.3055353,28.33,0.51,0.01,28.66
txact,18,64,1000,50,10,5,102.36,1.83,0.05,103.55,3.6114796,1.059116,0.2932637,28.34,0.51,0.01,28.67
txact,20,64,1000,50,10,5,97.92,1.84,0.05,99.12,3.6418561,1.008368,0.276883,26.89,0.51,0.01,27.22
txact,22,64,1000,50,10,5,95.21,1.76,0.03,96.35,3.4912289,0.917431,0.2627817,27.27,0.5,0.01,27.6
txact,24,64,1000,50,10,5,94.84,1.75,0.04,95.99,3.4955368,0.928444,0.2656084,27.13,0.5,0.01,27.46
txact,26,64,1000,50,10,5,89.16,1.66,0.03,90.26,3.3795316,0.834788,0.2470129,26.38,0.49,0.01,26.71
txact,28,64,1000,50,10,5,87.58,1.66,0.03,88.66,3.3411393,0.806088,0.2412614,26.21,0.5,0.01,26.54
txact,30,64,1000,50,10,5,86.03,1.63,0.01,87.11,3.3692136,0.79454,0.2358236,25.53,0.48,0.0,25.85
txact,32,64,1000,50,10,5,85.45,1.62,0.03,86.52,3.3247674,0.771211,0.2319594,25.7,0.49,0.01,26.02
txact,34,64,1000,50,10,5,84.3,1.61,0.04,85.38,3.308282,0.756497,0.2286676,25.48,0.49,0.01,25.81
txact,36,64,1000,50,10,5,81.87,1.61,0.04,82.95,3.3057491,0.716142,0.2166353,24.77,0.49,0.01,25.09
txact,38,64,1000,50,10,5,81.59,1.58,0.01,82.62,3.2459901,0.68948,0.2124098,25.14,0.49,0.0,25.45
txact,40,64,1000,50,10,5,82.16,1.6,0.05,83.24,3.2870243,0.698556,0.2125193,25.0,0.49,0.02,25.32
txact,42,64,1000,50,10,5,83.41,1.61,0.04,84.48,3.250229,0.719937,0.2215035,25.66,0.5,0.01,25.99
txact,44,64,1000,50,10,5,80.21,1.58,0.03,81.25,3.2196636,0.652834,0.2027647,24.91,0.49,0.01,25.24
txact,46,64,1000,50,10,5,80.68,1.55,0.01,81.68,3.1797701,0.660559,0.207738,25.37,0.49,0.0,25.69
txact,48,64,1000,50,10,5,80.61,1.59,0.04,81.66,3.1955739,0.677353,0.211966,25.23,0.5,0.01,25.55
txact,50,64,1000,50,10,5,84.71,1.62,0.05,85.81,3.2921043,0.736062,0.223584,25.73,0.49,0.02,26.07
txact,52,64,1000,50,10,5,77.48,1.55,0.03,78.51,3.1799876,0.611168,0.1921919,24.36,0.49,0.01,24.69
txact,54,64,1000,50,10,5,77.07,1.54,0.02,78.1,3.2206002,0.622095,0.1931612,23.93,0.48,0.01,24.25
txact,56,64,1000,50,10,5,80.42,1.61,0.03,81.49,3.3172554,0.698709,0.2106286,24.24,0.49,0.01,24.57
txact,58,64,1000,50,10,5,82.61,1.57,0.05,83.68,3.2411833,0.704441,0.2173407,25.49,0.48,0.02,25.82
txact,60,64,1000,50,10,5,82.43,1.58,0.04,83.5,3.2861098,0.724103,0.2203527,25.08,0.48,0.01,25.41
txact,62,64,1000,50,10,5,81.36,1.51,0.02,82.4,3.2269602,0.700529,0.2170863,25.21,0.47,0.01,25.53
txact,64,64,1000,50,10,5,80.25,1.6,0.05,81.33,3.2322087,0.672905,0.2081874,24.83,0.5,0.02,25.16
txact,1,64,1000,50,10,5,215.68,4.94,0.07,219.69,13.0530951,10.506645,0.804916,16.52,0.38,0.01,16.83
txact,2,64,1000,50,10,5,190.12,3.43,0.1,192.66,7.8608824,5.342165,0.6795885,24.19,0.44,0.01,24.51
txact,4,64,1000,50,10,5,172.74,2.67,0.04,174.48,5.3410881,2.778069,0.5201317,32.34,0.5,0.01,32.67
txact,6,64,1000,50,10,5,163.87,2.49,0.05,165.43,4.6561253,2.1221,0.4557652,35.19,0.53,0.01,35.53
txact,8,64,1000,50,10,5,141.06,2.27,0.06,142.51,4.285187,1.742098,0.4065395,32.92,0.53,0.01,33.26
txact,10,64,1000,50,10,5,129.65,2.12,0.04,131.01,4.0644941,1.526,0.3754465,31.9,0.52,0.01,32.23
txact,12,64,1000,50,10,5,117.98,2.01,0.04,119.26,3.8826261,1.337023,0.3443605,30.39,0.52,0.01,30.72
txact,14,64,1000,50,10,5,109.42,1.91,0.05,110.66,3.6923351,1.178964,0.3193004,29.63,0.52,0.01,29.97
txact,16,64,1000,50,10,5,106.52,1.88,0.04,107.74,3.7134641,1.14052,0.307131,28.68,0.51,0.01,29.01
txact,18,64,1000,50,10,5,102.89,1.84,0.03,104.06,3.5944149,1.062336,0.2955519,28.62,0.51,0.01,28.95
txact,20,64,1000,50,10,5,98.12,1.78,0.05,99.26,3.4982288,0.981022,0.2804339,28.05,0.51,0.01,28.37
txact,22,64,1000,50,10,5,94.04,1.75,0.04,95.21,3.455592,0.899069,0.260178,27.21,0.51,0.01,27.55
txact,24,64,1000,50,10,5,90.63,1.71,0.0,91.71,3.4104076,0.840884,0.2465641,26.57,0.5,0.0,26.89
txact,26,64,1000,50,10,5,89.11,1.72,0.06,90.29,3.458785,0.829264,0.2397559,25.76,0.5,0.02,26.1
txact,28,64,1000,50,10,5,87.07,1.65,0.04,88.16,3.3008019,0.760414,0.2303725,26.38,0.5,0.01,26.71
txact,30,64,1000,50,10,5,84.8,1.64,0.03,85.88,3.3507814,0.756867,0.2258778,25.31,0.49,0.01,25.63
txact,32,64,1000,50,10,5,84.26,1.65,0.01,85.35,3.3710311,0.761557,0.2259122,25.0,0.49,0.0,25.32
txact,34,64,1000,50,10,5,83.14,1.61,0.05,84.22,3.2935579,0.725129,0.2201659,25.24,0.49,0.02,25.57
txact,36,64,1000,50,10,5,87.3,1.64,0.04,88.39,3.3680019,0.800027,0.2375376,25.92,0.49,0.01,26.24
txact,38,64,1000,50,10,5,81.72,1.59,0.03,82.77,3.2482909,0.692246,0.2131108,25.16,0.49,0.01,25.48
txact,40,64,1000,50,10,5,80.87,1.55,0.01,81.89,3.2336166,0.708366,0.2190631,25.01,0.48,0.0,25.32
txact,42,64,1000,50,10,5,79.39,1.56,0.03,80.44,3.2299296,0.66837,0.2069302,24.58,0.48,0.01,24.9
txact,44,64,1000,50,10,5,80.53,1.58,0.03,81.58,3.2083229,0.668338,0.2083138,25.1,0.49,0.01,25.43
txact,46,64,1000,50,10,5,80.9,1.58,0.05,81.98,3.3099789,0.730713,0.2207606,24.44,0.48,0.02,24.77
txact,48,64,1000,50,10,5,77.5,1.51,0.01,78.49,3.1548517,0.633046,0.2006579,24.57,0.48,0.0,24.88
txact,50,64,1000,50,10,5,79.01,1.55,0.03,80.05,3.1556954,0.641285,0.2032151,25.04,0.49,0.01,25.37
txact,52,64,1000,50,10,5,78.63,1.56,0.04,79.68,3.2142625,0.649573,0.2020908,24.46,0.49,0.01,24.79
txact,54,64,1000,50,10,5,81.12,1.57,0.04,82.19,3.2977385,0.722251,0.219014,24.6,0.48,0.01,24.92
txact,56,64,1000,50,10,5,83.31,1.56,0.02,84.34,3.2429866,0.698993,0.2155399,25.69,0.48,0.01,26.01
txact,58,64,1000,50,10,5,79.07,1.56,0.02,80.11,3.2265508,0.65866,0.2041375,24.51,0.48,0.01,24.83
txact,60,64,1000,50,10,5,81.07,1.57,0.05,82.13,3.2406651,0.680943,0.2101245,25.02,0.48,0.02,25.34
txact,62,64,1000,50,10,5,81.82,1.58,0.04,82.89,3.2734191,0.696111,0.2126556,25.0,0.48,0.01,25.32
txact,64,64,1000,50,10,5,75.36,1.51,0.02,76.37,3.1849026,0.586227,0.1840643,23.66,0.47,0.01,23.98
txact,1,64,1000,50,10,5,217.41,4.97,0.13,221.5,13.0639787,10.502282,0.8039114,16.64,0.38,0.01,16.96
txact,2,64,1000,50,10,5,189.54,3.45,0.09,192.07,7.9009939,5.339065,0.675746,23.99,0.44,0.01,24.31
txact,4,64,1000,50,10,5,172.14,2.65,0.04,173.85,5.3019835,2.776703,0.5237102,32.47,0.5,0.01,32.79
txact,6,64,1000,50,10,5,164.55,2.51,0.06,166.13,4.7177446,2.12372,0.4501558,34.88,0.53,0.01,35.21
txact,8,64,1000,50,10,5,141.62,2.28,0.05,143.07,4.3094223,1.731102,0.4017016,32.86,0.53,0.01,33.2
txact,10,64,1000,50,10,5,129.79,2.15,0.02,131.14,4.1187186,1.534119,0.3724748,31.51,0.52,0.0,31.84
txact,12,64,1000,50,10,5,117.55,2.0,0.04,118.83,3.8704955,1.301137,0.3361681,30.37,0.52,0.01,30.7
txact,14,64,1000,50,10,5,110.32,1.94,0.03,111.55,3.7685229,1.182655,0.3138245,29.27,0.51,0.01,29.6
txact,16,64,1000,50,10,5,106.42,1.9,0.03,107.64,3.7030633,1.1168,0.3015882,28.74,0.51,0.01,29.07
txact,18,64,1000,50,10,5,100.71,1.83,0.05,101.91,3.603251,1.031455,0.2862568,27.95,0.51,0.01,28.28
txact,20,64,1000,50,10,5,97.23,1.8,0.03,98.39,3.522223,0.947122,0.2688989,27.6,0.51,0.01,27.93
txact,22,64,1000,50,10,5,97.53,1.77,0.04,98.68,3.5158618,0.968043,0.2753359,27.74,0.5,0.01,28.07
txact,24,64,1000,50,10,5,91.44,1.7,0.04,92.56,3.4135982,0.88013,0.2578306,26.79,0.5,0.01,27.12
txact,26,64,1000,50,10,5,89.47,1.68,0.05,90.58,3.3738977,0.797865,0.2364817,26.52,0.5,0.01,26.85
txact,28,64,1000,50,10,5,86.9,1.66,0.04,87.99,3.3567052,0.774458,0.2307197,25.89,0.49,0.01,26.21
txact,30,64,1000,50,10,5,84.37,1.6,0.01,85.4,3.264899,0.716894,0.2195762,25.84,0.49,0.0,26.16
txact,32,64,1000,50,10,5,82.86,1.62,0.04,83.95,3.2722472,0.700725,0.2141418,25.32,0.5,0.01,25.66
txact,34,64,1000,50,10,5,83.02,1.62,0.03,84.09,3.2869138,0.729128,0.2218275,25.26,0.49,0.01,25.58
txact,36,64,1000,50,10,5,81.44,1.6,0.05,82.51,3.2528697,0.716392,0.2202338,25.04,0.49,0.02,25.37
txact,38,64,1000,50,10,5,79.92,1.57,0.02,80.95,3.2207439,0.692786,0.2151012,24.81,0.49,0.01,25.13
txact,40,64,1000,50,10,5,82.42,1.58,0.03,83.49,3.3133669,0.766274,0.2312675,24.87,0.48,0.01,25.2
txact,42,64,1000,50,10,5,79.24,1.54,0.04,80.28,3.1750639,0.645467,0.2032926,24.96,0.49,0.01,25.28
txact,44,64,1000,50,10,5,79.87,1.56,0.02,80.91,3.2231878,0.647312,0.2008298,24.78,0.48,0.01,25.1
txact,46,64,1000,50,10,5,80.69,1.54,0.01,81.71,3.2145331,0.700721,0.2179853,25.1,0.48,0.0,25.42
txact,48,64,1000,50,10,5,79.5,1.56,0.05,80.55,3.2209369,0.660843,0.2051711,24.68,0.48,0.02,25.01
txact,50,64,1000,50,10,5,80.48,1.57,0.04,81.55,3.2285513,0.659138,0.2041591,24.93,0.49,0.01,25.26
txact,52,64,1000,50,10,5,77.54,1.51,0.04,78.56,3.13428,0.614653,0.1961066,24.74,0.48,0.01,25.06
txact,54,64,1000,50,10,5,79.53,1.55,0.01,80.55,3.2248248,0.647044,0.2006447,24.66,0.48,0.0,24.98
txact,56,64,1000,50,10,5,78.61,1.54,0.03,79.64,3.1932094,0.626719,0.1962662,24.62,0.48,0.01,24.94
txact,58,64,1000,50,10,5,79.31,1.54,0.05,80.36,3.2128054,0.641303,0.1996084,24.69,0.48,0.02,25.01
txact,60,64,1000,50,10,5,78.74,1.56,0.04,79.79,3.2274622,0.648686,0.2009895,24.4,0.48,0.01,24.72
txact,62,64,1000,50,10,5,78.07,1.52,0.02,79.09,3.1651421,0.620698,0.1961043,24.67,0.48,0.01,24.99
txact,64,64,1000,50,10,5,85.92,1.61,0.02,86.99,3.3779651,0.800628,0.2370149,25.44,0.48,0.01,25.75
txact,1,64,1000,50,10,5,216.57,4.93,0.08,220.57,12.9922708,10.488485,0.8072865,16.67,0.38,0.01,16.98
txact,2,64,1000,50,10,5,190.82,3.44,0.11,193.36,7.9013206,5.341627,0.6760423,24.15,0.44,0.01,24.47
txact,4,64,1000,50,10,5,172.33,2.65,0.04,174.05,5.2941616,2.773672,0.5239115,32.55,0.5,0.01,32.88
txact,6,64,1000,50,10,5,164.0,2.48,0.04,165.53,4.6368945,2.11406,0.4559215,35.37,0.53,0.01,35.7
txact,8,64,1000,50,10,5,140.51,2.27,0.06,141.94,4.297458,1.726132,0.4016635,32.7,0.53,0.01,33.03
txact,10,64,1000,50,10,5,127.91,2.13,0.03,129.25,4.1103278,1.54021,0.3747171,31.12,0.52,0.01,31.45
txact,12,64,1000,50,10,5,115.18,2.01,0.05,116.48,3.8919607,1.314062,0.337635,29.59,0.52,0.01,29.93
txact,14,64,1000,50,10,5,108.7,1.93,0.05,109.97,3.7290778,1.18289,0.3172071,29.15,0.52,0.01,29.49
txact,16,64,1000,50,10,5,107.41,1.9,0.04,108.63,3.7133949,1.136287,0.3059968,28.93,0.51,0.01,29.25
txact,18,64,1000,50,10,5,102.36,1.85,0.04,103.56,3.5950363,1.039423,0.2891273,28.47,0.51,0.01,28.81
txact,20,64,1000,50,10,5,98.63,1.79,0.03,99.78,3.526362,0.992772,0.2815287,27.97,0.51,0.01,28.3
txact,22,64,1000,50,10,5,95.98,1.78,0.04,97.15,3.5349012,0.968287,0.2739219,27.15,0.5,0.01,27.48
txact,24,64,1000,50,10,5,87.04,1.64,0.05,88.14,3.3296259,0.779162,0.2340089,26.14,0.49,0.02,26.47
txact,26,64,1000,50,10,5,88.12,1.68,0.04,89.23,3.3847081,0.814428,0.2406199,26.03,0.5,0.01,26.36
txact,28,64,1000,50,10,5,86.6,1.64,0.03,87.68,3.3121981,0.769314,0.2322669,26.15,0.5,0.01,26.47
txact,30,64,1000,50,10,5,87.7,1.64,0.0,88.76,3.3601438,0.80305,0.2389927,26.1,0.49,0.0,26.42
txact,32,64,1000,50,10,5,87.44,1.64,0.02,88.52,3.3266206,0.800078,0.2405077,26.28,0.49,0.01,26.61
txact,34,64,1000,50,10,5,86.02,1.63,0.03,87.09,3.3116217,0.771277,0.2329001,25.98,0.49,0.01,26.3
txact,36,64,1000,50,10,5,81.84,1.6,0.04,82.91,3.2697109,0.694855,0.2125127,25.03,0.49,0.01,25.36
txact,38,64,1000,50,10,5,82.42,1.57,0.01,83.45,3.2651448,0.732627,0.2243781,25.24,0.48,0.0,25.56
txact,40,64,1000,50,10,5,81.83,1.59,0.03,82.9,3.2633083,0.700118,0.2145424,25.08,0.49,0.01,25.4
txact,42,64,1000,50,10,5,80.78,1.56,0.05,81.84,3.2209821,0.684215,0.2124243,25.08,0.48,0.02,25.41
txact,44,64,1000,50,10,5,79.04,1.55,0.04,80.08,3.1997679,0.640061,0.2000336,24.7,0.48,0.01,25.03
txact,46,64,1000,50,10,5,78.04,1.52,0.01,79.03,3.149131,0.629647,0.1999431,24.78,0.48,0.0,25.1
txact,48,64,1000,50,10,5,80.3,1.59,0.04,81.37,3.2756563,0.704299,0.21501,24.51,0.49,0.01,24.84
txact,50,64,1000,50,10,5,82.35,1.57,0.03,83.41,3.2782735,0.705447,0.2151886,25.12,0.48,0.01,25.44
txact,52,64,1000,50,10,5,78.36,1.55,0.03,79.39,3.199349,0.643742,0.2012103,24.49,0.48,0.01,24.81
txact,54,64,1000,50,10,5,77.47,1.52,0.02,78.49,3.192144,0.623204,0.1952305,24.27,0.48,0.01,24.59
txact,56,64,1000,50,10,5,79.52,1.54,0.04,80.57,3.1687307,0.648735,0.2047302,25.1,0.49,0.01,25.43
txact,58,64,1000,50,10,5,76.24,1.53,0.03,77.27,3.1806724,0.597223,0.1877663,23.97,0.48,0.01,24.29
txact,60,64,1000,50,10,5,76.75,1.53,0.03,77.77,3.1658062,0.628372,0.1984872,24.24,0.48,0.01,24.57
txact,62,64,1000,50,10,5,77.75,1.54,0.01,78.77,3.2077864,0.618273,0.1927413,24.24,0.48,0.0,24.56
txact,64,64,1000,50,10,5,78.99,1.58,0.03,80.04,3.2507275,0.659774,0.202962,24.3,0.49,0.01,24.62
txact,1,64,1000,50,10,5,214.9,4.94,0.08,218.9,13.0436825,10.492702,0.8044279,16.48,0.38,0.01,16.78
txact,2,64,1000,50,10,5,190.29,3.44,0.1,192.83,7.8740414,5.334641,0.6774972,24.17,0.44,0.01,24.49
txact,4,64,1000,50,10,5,172.72,2.66,0.05,174.49,5.3326397,2.774091,0.5202097,32.39,0.5,0.01,32.72
txact,6,64,1000,50,10,5,163.65,2.49,0.04,165.18,4.6577686,2.133025,0.45795,35.13,0.53,0.01,35.46
txact,8,64,1000,50,10,5,140.82,2.27,0.06,142.28,4.3152078,1.726655,0.4001325,32.63,0.53,0.01,32.97
txact,10,64,1000,50,10,5,125.16,2.1,0.03,126.49,4.0718266,1.537634,0.3776276,30.74,0.52,0.01,31.06
txact,12,64,1000,50,10,5,120.06,2.05,0.03,121.36,3.9538282,1.371361,0.3468439,30.37,0.52,0.01,30.69
txact,14,64,1000,50,10,5,111.42,1.93,0.05,112.68,3.7672006,1.195393,0.317316,29.58,0.51,0.01,29.91
txact,16,64,1000,50,10,5,106.34,1.89,0.04,107.56,3.6762692,1.133028,0.3082005,28.93,0.51,0.01,29.26
txact,18,64,1000,50,10,5,102.21,1.84,0.04,103.4,3.6136567,1.066338,0.2950856,28.28,0.51,0.01,28.61
txact,20,64,1000,50,10,5,98.12,1.81,0.04,99.3,3.578275,0.97666,0.2729416,27.42,0.51,0.01,27.75
txact,22,64,1000,50,10,5,99.09,1.8,0.05,100.3,3.6085144,1.044712,0.2895131,27.46,0.5,0.01,27.8
txact,24,64,1000,50,10,5,91.39,1.71,0.03,92.5,3.4035546,0.85682,0.2517427,26.85,0.5,0.01,27.18
txact,26,64,1000,50,10,5,90.25,1.69,0.04,91.37,3.4187829,0.866378,0.2534171,26.4,0.49,0.01,26.73
txact,28,64,1000,50,10,5,87.37,1.65,0.04,88.47,3.3229333,0.792064,0.2383629,26.29,0.5,0.01,26.62
txact,30,64,1000,50,10,5,85.95,1.65,0.01,87.01,3.3287788,0.788042,0.2367361,25.82,0.5,0.0,26.14
txact,32,64,1000,50,10,5,85.88,1.64,0.03,86.96,3.3280031,0.813209,0.2443534,25.81,0.49,0.01,26.13
txact,34,64,1000,50,10,5,83.07,1.61,0.05,84.15,3.2424088,0.690943,0.2130956,25.62,0.5,0.02,25.95
txact,36,64,1000,50,10,5,83.1,1.59,0.03,84.15,3.2516458,0.694726,0.2136537,25.56,0.49,0.01,25.88
txact,38,64,1000,50,10,5,78.49,1.55,0.01,79.53,3.2800186,0.70162,0.2139073,23.93,0.47,0.0,24.25
txact,40,64,1000,50,10,5,82.18,1.61,0.04,83.26,3.2804321,0.728079,0.2219461,25.05,0.49,0.01,25.38
txact,42,64,1000,50,10,5,78.69,1.53,0.04,79.73,3.174291,0.631409,0.1989134,24.79,0.48,0.01,25.12
txact,44,64,1000,50,10,5,77.03,1.54,0.03,78.05,3.2279485,0.630406,0.1952962,23.86,0.48,0.01,24.18
txact,46,64,1000,50,10,5,81.06,1.58,0.02,82.12,3.2809579,0.712102,0.2170409,24.71,0.48,0.01,25.03
txact,48,64,1000,50,10,5,81.52,1.57,0.03,82.56,3.2158264,0.689843,0.214515,25.35,0.49,0.01,25.67
txact,50,64,1000,50,10,5,79.14,1.58,0.05,80.21,3.2647719,0.677268,0.2074473,24.24,0.48,0.02,24.57
txact,52,64,1000,50,10,5,82.28,1.57,0.03,83.34,3.2550571,0.692044,0.2126058,25.28,0.48,0.01,25.6
txact,54,64,1000,50,10,5,79.22,1.54,0.01,80.25,3.2535159,0.685966,0.2108384,24.35,0.47,0.0,24.67
txact,56,64,1000,50,10,5,77.46,1.53,0.05,78.52,3.1722618,0.623811,0.1966455,24.42,0.48,0.02,24.75
txact,58,64,1000,50,10,5,77.49,1.53,0.03,78.52,3.1507388,0.623181,0.1977888,24.59,0.49,0.01,24.92
txact,60,64,1000,50,10,5,77.22,1.53,0.04,78.26,3.1807245,0.617393,0.1941045,24.28,0.48,0.01,24.6
txact,62,64,1000,50,10,5,77.54,1.53,0.02,78.56,3.2025375,0.647896,0.2023071,24.21,0.48,0.01,24.53
txact,64,64,1000,50,10,5,78.74,1.57,0.04,79.81,3.2537554,0.704161,0.2164149,24.2,0.48,0.01,24.53
txact,1,64,1000,50,10,5,215.22,4.93,0.1,219.25,13.0172558,10.494757,0.8062188,16.53,0.38,0.01,16.84
txact,2,64,1000,50,10,5,190.3,3.42,0.07,192.81,7.8460355,5.329558,0.6792676,24.25,0.44,0.01,24.57
txact,4,64,1000,50,10,5,172.61,2.66,0.05,174.36,5.3081823,2.767463,0.5213579,32.52,0.5,0.01,32.85
txact,6,64,1000,50,10,5,164.39,2.51,0.05,165.96,4.6846651,2.112714,0.4509851,35.09,0.54,0.01,35.43
txact,8,64,1000,50,10,5,141.88,2.28,0.04,143.31,4.3178757,1.758412,0.4072401,32.86,0.53,0.01,33.19
txact,10,64,1000,50,10,5,128.86,2.15,0.04,130.22,4.1244347,1.529419,0.3708191,31.24,0.52,0.01,31.57
txact,12,64,1000,50,10,5,118.67,2.04,0.04,119.96,3.9384901,1.355551,0.3441804,30.13,0.52,0.01,30.46
txact,14,64,1000,50,10,5,108.29,1.94,0.04,109.53,3.7565602,1.222734,0.325493,28.83,0.52,0.01,29.16
txact,16,64,1000,50,10,5,106.6,1.92,0.04,107.83,3.7352641,1.141019,0.3054721,28.54,0.51,0.01,28.87
txact,18,64,1000,50,10,5,100.23,1.82,0.03,101.39,3.547171,0.991194,0.2794323,28.26,0.51,0.01,28.58
txact,20,64,1000,50,10,5,97.02,1.79,0.04,98.18,3.5341519,0.982779,0.2780806,27.45,0.51,0.01,27.78
txact,22,64,1000,50,10,5,93.58,1.73,0.02,94.69,3.4290172,0.920074,0.26832,27.29,0.5,0.01,27.61
txact,24,64,1000,50,10,5,90.99,1.72,0.01,92.09,3.3949909,0.8191,0.2412672,26.8,0.51,0.0,27.13
txact,26,64,1000,50,10,5,88.39,1.69,0.05,89.5,3.3530296,0.773133,0.2305774,26.36,0.5,0.01,26.69
txact,28,64,1000,50,10,5,85.22,1.63,0.04,86.29,3.2864823,0.733051,0.2230503,25.93,0.5,0.01,26.26
txact,30,64,1000,50,10,5,86.75,1.65,0.04,87.84,3.327044,0.765775,0.2301668,26.07,0.5,0.01,26.4
txact,32,64,1000,50,10,5,84.79,1.63,0.01,85.83,3.2715519,0.725037,0.2216187,25.92,0.5,0.0,26.24
txact,34,64,1000,50,10,5,84.4,1.63,0.03,85.46,3.2515965,0.712501,0.2191234,25.96,0.5,0.01,26.28
txact,36,64,1000,50,10,5,82.69,1.61,0.05,83.76,3.2261485,0.682081,0.2114227,25.63,0.5,0.02,25.96
txact,38,64,1000,50,10,5,84.23,1.63,0.04,85.3,3.2832442,0.708637,0.2158344,25.65,0.5,0.01,25.98
txact,40,64,1000,50,10,5,83.96,1.59,0.01,84.99,3.2590726,0.722605,0.221721,25.76,0.49,0.0,26.08
txact,42,64,1000,50,10,5,81.54,1.59,0.04,82.59,3.2179693,0.67203,0.2088367,25.34,0.49,0.01,25.67
txact,44,64,1000,50,10,5,81.06,1.58,0.03,82.12,3.2163193,0.658894,0.2048596,25.2,0.49,0.01,25.53
txact,46,64,1000,50,10,5,82.35,1.6,0.03,83.4,3.2299662,0.698533,0.2162664,25.5,0.5,0.01,25.82
txact,48,64,1000,50,10,5,82.65,1.58,0.02,83.69,3.2520264,0.701562,0.2157307,25.41,0.49,0.01,25.73
txact,50,64,1000,50,10,5,79.33,1.55,0.03,80.36,3.1748404,0.64046,0.2017298,24.99,0.49,0.01,25.31
txact,52,64,1000,50,10,5,79.97,1.55,0.03,80.99,3.1739706,0.644353,0.2030116,25.2,0.49,0.01,25.52
txact,54,64,1000,50,10,5,82.51,1.61,0.04,83.56,3.2098532,0.683146,0.2128278,25.71,0.5,0.01,26.03
txact,56,64,1000,50,10,5,81.6,1.58,0.02,82.64,3.2560275,0.681911,0.2094304,25.06,0.49,0.01,25.38
txact,58,64,1000,50,10,5,79.94,1.57,0.04,81.01,3.2196137,0.645089,0.2003622,24.83,0.49,0.01,25.16
txact,60,64,1000,50,10,5,79.53,1.57,0.03,80.57,3.238474,0.655723,0.202479,24.56,0.48,0.01,24.88
txact,62,64,1000,50,10,5,80.26,1.59,0.02,81.3,3.2495994,0.690074,0.2123566,24.7,0.49,0.01,25.02
txact,64,64,1000,50,10,5,82.46,1.59,0.01,83.51,3.2285648,0.704106,0.2180864,25.54,0.49,0.0,25.87
txact,1,64,1000,50,10,5,219.38,4.98,0.12,223.44,13.0650226,10.519939,0.8051987,16.79,0.38,0.01,17.1
